locus_name	description	CAZYName
gene_7312	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_8011	26Sproteaseregulatorysubunit4	GT4
gene_6348	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_7031	Sugar(andother)transporter-domaincontainingprotein	NA
gene_6877	phosphoribulokinase/uridinekinase	NA
gene_6363	Tannase/feruloylesterase	NA
gene_8304	hypotheticalprotein	NA
gene_2238	nitratetransporter	NA
gene_6376	hypotheticalprotein	AA1_3
gene_6791	glutamatedecarboxylase	NA
gene_6447	majorfacilitatorsuperfamilytransporter	NA
gene_7621	hypotheticalprotein	NA
gene_2240	hypotheticalprotein	NA
gene_7985	putativeABCtransporter	NA
gene_7005	gram-negativebacteria-bindingprotein	GH16_4
gene_6726	RINT-1familyprotein	NA
gene_7106	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_6378	carboxypeptidaseS	NA
gene_8253	multicopperoxidase	AA1_3
gene_8384	hypotheticalprotein	NA
gene_7823	mitochondrialimportreceptorsubunittom-40	NA
gene_6099	Cyclin-domaincontainingprotein	NA
gene_6977	innermembranetransportproteinyfaV	GT2
gene_8148	26Sproteasomeregulatorysubunitrpn11	NA
gene_6253	LDB19protein	NA
gene_6819	vacuolarproteinsorting-associatedprotein	NA
gene_5991	40SribosomalproteinS14	NA
gene_7425	sterolO-acyltransferase	NA
gene_6076	DNAbindingregulatoryproteinAmdX	NA
gene_2244	Poly-bindingprotein	NA
gene_7318	formatedehydrogenase	NA
gene_7692	G2/mitotic-specificcyclin-3	GH16_23
gene_6291	Luciferase-likedomain-containingprotein	NA
gene_8249	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_6515	peroxisomalcopperamineoxidase	NA
gene_7268	PRELI-likefamily-domaincontainingprotein	NA
gene_7656	rhebsmallmonomericGTPaseRhbA	NA
gene_8277	hypotheticalprotein	NA
gene_6974	putativealkalinephosphatase	NA
gene_7347	glutathioneperoxidase	GT47
gene_6538	cellulosomeenzyme	GH30_7
gene_7520	hypotheticalprotein	NA
gene_7697	NACHTandankyrindomain-containingprotein	NA
gene_6552	SodiumBileacidsymporterfamily-domaincontainingprotein	NA
gene_6347	hypotheticalprotein	NA
gene_6266	hypotheticalprotein	NA
gene_7412	S-adenosyl-L-methionine-dependentmethyltransferase	CE16
gene_6336	C6transcriptionfactor	NA
gene_2245	hypotheticalprotein	NA
gene_7740	glycosylhydrolasefamily67middledomain-containingprotein	GH67
gene_8385	Proteinofunknownfunction(DUF3723)-domaincontainingprotein	NA
gene_7430	IroEprotein	NA
gene_2249	proliferatingcellnuclearantigen	NA
gene_7564	family8glycosyltransferase	GT8
gene_6201	killertoxinsubunitsalpha/beta	GH18
gene_7039	endo-1%2C4-beta-xylanaseI	GH11
gene_7384	polyprenylsynthetase	AA9
gene_8001	xylosidase/arabinosidase	GH43_14
gene_6149	hypotheticalprotein	NA
gene_7253	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_8123	ABC-2typetransporter-domaincontainingprotein	NA
gene_6259	zinc-regulatedtransporter2	NA
gene_6565	hypotheticalprotein	NA
gene_6991	Platelet-activatingfactoracetylhydrolase%2CisoformII-domaincontainingprotein	NA
gene_8272	hypotheticalprotein	NA
gene_7192	quinatepermease	NA
gene_184	ent-kaureneoxidase	NA
gene_6273	pisatindemethylase	NA
gene_6141	aldo/ketoreductase	NA
gene_8341	putativenodulationproteinL	NA
gene_8208	Phosphatetransporter	NA
gene_2253	hypotheticalprotein	NA
gene_7630	3-oxoacyl-reductase	NA
gene_7526	CipAprotein	NA
gene_8344	hypotheticalprotein	NA
gene_6140	hypotheticalprotein	NA
gene_7351	cutinasetranscriptionfactor1beta	NA
gene_7023	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_7647	Glycosyltransferasefamily41-domaincontainingprotein	GT41
gene_6177	FADbindingdomain-containingprotein	NA
gene_6873	NDT80/PhoGlikeDNA-bindingfamilyprotein	NA
gene_6986	phosphatidylinositolN-acetylglucosaminyltransferasesubunitGPI1	NA
gene_6184	pectatelyaseD	PL3_2
gene_7576	F-boxdomain-containingprotein	NA
gene_2256	hypotheticalprotein	NA
gene_8230	XLF(XRCC4-likefactor)-domaincontainingprotein	NA
gene_6025	eukaryotictranslationinitiationfactor3subunitL	NA
gene_2257	expressedprotein	NA
gene_7514	N-benzyl-3-pyrrolidinoldehydrogenase	NA
gene_8027	Alpha/Betahydrolasefold	NA
gene_6245	nucleoside-diphosphate-sugarepimerasefamilyprotein	NA
gene_8112	2%2C5-diketo-D-gluconicacidreductaseA	NA
gene_6304	metalloprotease	NA
gene_6655	CTDkinasesubunitalpha	NA
gene_8290	RlpA-likedouble-psibeta-barrel-containingproteindomain-containingprotein	NA
gene_8328	hypotheticalprotein	NA
gene_7640	ECM14protein	NA
gene_8285	hypotheticalprotein	NA
gene_6182	hypotheticalprotein	GH3
gene_7248	Alpha/Betahydrolasefold	CE8
gene_8224	siderophoreirontransportermirB	NA
gene_8234	deoxyribodipyrimidinephoto-lyase	NA
gene_8435	Proteinofunknownfunction(DUF3435)-domaincontainingprotein	NA
gene_8439	hypotheticalprotein	NA
gene_8838	ORP1protein	NA
gene_10309	hypotheticalprotein	NA
gene_8673	beta-glucosidase	GH3
gene_9817	SKT5protein	NA
gene_8479	adenosylhomocysteinase	NA
gene_10163	endoglucanase-6B	GH6
gene_8409	TAMdomainmethyltransferase	AA11
gene_9774	Vacuolarsegregationsubunit7-domaincontainingprotein	NA
gene_10048	tubulin-specificchaperoneE	NA
gene_8546	hypotheticalprotein	NA
gene_9179	FAD/NAD(P)-bindingdomain-containingprotein	NA
gene_9075	6-phosphofructokinasetypeC	GH76
gene_8836	reducingtypeIpolyketidesynthase	NA
gene_9114	hypotheticalprotein	GH152
gene_8573	monooxygenase	NA
gene_10028	C6transcriptionfactordomain-containingprotein	NA
gene_8723	ClassIIaldolase/adducinN-terminal	NA
gene_8509	amino-acidpermeaseinda1	NA
gene_8693	Flavincontainingamineoxidoreductase-domaincontainingprotein	NA
gene_8508	carboxy-cis%2Ccis-muconatecyclase	NA
gene_8920	versicolorinreductase	NA
gene_9545	ADP-ribosylationfactor6	GH28
gene_8415	RlpA-likedouble-psibeta-barrel-containingproteindomain-containingprotein	NA
gene_9770	Proteinkinase-likedomain-containingprotein	NA
gene_10105	NADP/FADdependentoxidoreductase	NA
gene_8590	Glycosylhydrolasesfamily2%2CTIMbarreldomain-domaincontainingprotein	GH2
gene_9473	innermembraneproteinyicO	NA
gene_10009	3%27%2C5%27-bisphosphatenucleotidase	NA
gene_9311	Fusaricacidresistanceprotein-like-domaincontainingprotein	NA
gene_9816	serine/threonine-proteinkinaseplo1	NA
gene_8633	Alpha/Betahydrolasefold	NA
gene_9804	Ubiquitin-conjugatingenzyme/RWD-likeprotein	CBM43
gene_8924	carrierproteinYMC2	NA
gene_9968	Mitochondrialcarrierdomain-containingprotein	NA
gene_8881	SKT5protein	NA
gene_9363	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	GT4
gene_10262	copperamineoxidase	NA
gene_9914	ubiquitinfamilyprotein	AA10
gene_9510	Proteinkinase-likedomain-containingprotein	NA
gene_10168	peptidetransporterPTR2-A	NA
gene_10335	hypotheticalprotein	NA
gene_8929	virulencesensorproteinbvgS	NA
gene_9521	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_10341	hypotheticalprotein	NA
gene_8630	hypotheticalprotein	NA
gene_8808	Thioredoxin-likefold	CE8
gene_8830	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_8879	NADH-ubiquinoneoxidoreductase10.5kDasubunit	NA
gene_2265	ATP-dependentRNAhelicaseeIF4A	NA
gene_9933	Nuclearporeprotein84/107	NA
gene_8591	Generalsubstratetransporter	NA
gene_10087	hypotheticalprotein	NA
gene_9909	ADP-ribosylationfactorfamilyprotein	GH47
gene_8771	flavin-containingamineoxidoreductase	NA
gene_8497	hypotheticalprotein	NA
gene_9927	hypotheticalprotein	NA
gene_8905	ABC1family-domaincontainingprotein	NA
gene_9854	proteinphosphatasetype1complexsubunitHex2/Reg1	NA
gene_10098	siderophoreirontransporter	NA
gene_9724	CCR4-NotcomplexsubunitCaf16	NA
gene_8942	chitinsynthase	GT2
gene_2264	cytidinedeaminase	NA
gene_8747	hypotheticalprotein	NA
gene_8928	adenosine/AMPdeaminase	NA
gene_8430	hypotheticalprotein	NA
gene_9243	AMP-bindingenzyme	NA
gene_8752	hypotheticalprotein	NA
gene_8643	hypotheticalprotein	NA
gene_10058	SKG3protein	NA
gene_9911	periplasmictrehalase	GH37
gene_187	hypotheticalprotein	NA
gene_8786	exonuclease	NA
gene_9847	Met-10+like-protein	NA
gene_8414	hypotheticalprotein	NA
gene_9315	Proteinkinase-likedomain-containingprotein	AA1_3
gene_9676	indigoidinesynthaseAlikeprotein	NA
gene_10327	Acyltransferase/acylhydrolase/lysophospholipase	NA
gene_8515	Glycosidehydrolasesuperfamily	GH18
gene_9369	hypotheticalprotein	NA
gene_10205	Proteinofunknownfunction(DUF1765)-domaincontainingprotein	NA
gene_8727	S-adenosyl-L-methionine-dependentmethyltransferase	CE16
gene_10259	hypotheticalprotein	NA
gene_9339	60SribosomalproteinL37	NA
gene_8641	hypotheticalprotein	NA
gene_8564	transcriptionalactivatorproteinacu-15	NA
gene_9980	hypotheticalprotein	NA
gene_10229	xylanaseprecursor	GH11
gene_10273	hypotheticalprotein	NA
gene_8416	hypotheticalprotein	NA
gene_10744	isocitrate/isopropylmalatedehydrogenase	NA
gene_10512	hypotheticalprotein	AA5_1
gene_10763	acetylornithinedeacetylase	NA
gene_10401	spindleassemblycheckpointcomponentMAD1	NA
gene_10567	peptidetransporterPTR2	NA
gene_11155	drugtransporter	NA
gene_11239	60SribosomalproteinL19	NA
gene_10435	Septin-domaincontainingprotein	GT57
gene_11240	serinehydroxymethyltransferase	GH13_11
gene_10406	exoglucanase	GH7
gene_11697	dolicholphosphate-mannosebiosynthesisregulatoryprotein	NA
gene_11715	WDrepeatdomain-containingprotein	NA
gene_10762	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_10693	Pectatelyase-domaincontainingprotein	PL3_2
gene_11675	4-nitrophenylphosphatase	NA
gene_10495	hypotheticalprotein	NA
gene_11385	Velvetfactor-domaincontainingprotein	NA
gene_11783	hypotheticalprotein	NA
gene_11299	RNArecognitiondomain-containingprotein	NA
gene_11666	agmatinase1	NA
gene_11122	Ankyrinrepeat-containingdomainprotein	NA
gene_10816	nitrogenpermeasereactivatorprotein	NA
gene_10671	cytosolicFe-SclusterassemblingfactorNBP35	NA
gene_2269	SNAREassociatedGolgiprotein-domaincontainingprotein	NA
gene_11750	hypotheticalprotein	NA
gene_11676	Proteinofunknownfunction(DUF1295)-domaincontainingprotein	NA
gene_10757	Alpha/Betahydrolasefold	NA
gene_11771	hypotheticalprotein	NA
gene_11636	subtilase	NA
gene_10713	Majorfacilitatorsuperfamilydomain-containingprotein	GH27
gene_10878	hypotheticalprotein	NA
gene_11389	aspartylaminopeptidase	NA
gene_11478	expressedprotein	NA
gene_11098	zincmetalloproteinase	NA
gene_10764	putativevacuolarproteinsorting-associatedprotein	NA
gene_10917	1-phosphatidylinositol-3-phosphate5-kinaseFAB1	NA
gene_11777	hypotheticalprotein	NA
gene_10891	hypotheticalprotein	NA
gene_11574	Glycosyltransferasefamilygroup2-domaincontainingprotein	GT0
gene_10832	hypotheticalprotein	NA
gene_11735	ATPase	NA
gene_10906	hypotheticalprotein	NA
gene_2272	hypotheticalprotein	NA
gene_11517	RNApolymeraseRpb6	NA
gene_11759	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_10617	fattyacidsynthasesubunitbetadehydratase	NA
gene_11132	shortchaindehydrogenase	NA
gene_10820	cysteinedioxygenase	NA
gene_2274	expressedprotein	NA
gene_11342	pre-mRNA-splicingfactorCWC21	NA
gene_11107	signalpeptidaseI	GH28
gene_11036	PeptidaseS8/S53domain-containingprotein	NA
gene_11396	Alpha-N-methyltransferaseNTM1	CBM18
gene_2275	SANTdomain-containingprotein	NA
gene_11744	hypotheticalprotein	NA
gene_11755	UbiDdecarboxylyasefamily	NA
gene_11102	hypotheticalprotein	NA
gene_10571	AP-2complexsubunitsigma	GT15
gene_10457	hypotheticalprotein	NA
gene_10881	MATEeffluxfamilyproteinsubfamily	NA
gene_11181	hypotheticalprotein	NA
gene_10431	ferric-chelatereductase	NA
gene_10731	hypotheticalprotein	NA
gene_10474	hypotheticalprotein	GH28
gene_2276	rho-typeGTPase-activatingprotein	NA
gene_10613	hypotheticalprotein	NA
gene_11784	hypotheticalprotein	GT90
gene_11100	majorfacilitatorsuperfamilytransporter	NA
gene_11388	polyaminetransporter1	CE1
gene_11475	hypotheticalprotein	GT90
gene_11531	hypotheticalprotein	NA
gene_10582	hypotheticalprotein	NA
gene_2279	hypotheticalprotein	NA
gene_11962	hypotheticalprotein	NA
gene_12131	hypotheticalprotein	NA
gene_12176	family32glycosyltransferase	GT32
gene_12523	P-loopcontainingnucleosidetriphosphatehydrolaseprotein	NA
gene_12457	PrpFprotein	NA
gene_12045	pheromonereceptor	NA
gene_12613	MAPkinase	NA
gene_12097	Gti1/Pac2family-domaincontainingprotein	NA
gene_11885	pectinlyase	PL1_4
gene_12308	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_12678	sds23/moc1	NA
gene_12046	GolginsubfamilyAmember7/ERF4family-domaincontainingprotein	NA
gene_12370	thioesterasefamilyprotein	NA
gene_12603	insulin-degradingenzyme	NA
gene_12586	UncharacterisedproteinfamilyUPF0047	NA
gene_12773	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_12818	kelchdomain-containingprotein	NA
gene_12793	endo-1%2C4-beta-xylanaseZ	CBM1
gene_11806	ubiquitincarboxyl-terminalhydrolase	NA
gene_12428	hypotheticalprotein	GT1
gene_12090	mitochondrialimportinnermembranetranslocasesubunitTIM8	NA
gene_11863	40SribosomalproteinS17	NA
gene_12424	Armadillo-typefold	NA
gene_12560	G-proteinalphasubunit	NA
gene_11888	HITdomain-containingprotein	NA
gene_2284	hypotheticalprotein	NA
gene_12111	tryptophanyl-tRNAsynthetase	NA
gene_12019	hypotheticalprotein	NA
gene_12448	cullin-4A	NA
gene_12191	tricarboxylatetransportprotein	NA
gene_12161	metacaspase-1	NA
gene_12155	mitogen-activatedproteinkinase	NA
gene_12066	hypotheticalprotein	NA
gene_2286	N-glycosylase/DNAlyase	NA
gene_12484	vacuolarmembraneproteinpep3	NA
gene_12048	hypotheticalprotein	NA
gene_12837	NmrAfamilytranscriptionalregulator	NA
gene_2289	hypotheticalprotein	NA
gene_11818	sporulation-specificprotein	NA
gene_12343	60SribosomalproteinL34	NA
gene_12676	PASdomain-domaincontainingprotein	NA
gene_2288	pH-responseregulatorproteinpalC	NA
gene_11840	hypotheticalprotein	NA
gene_12117	1%2C2-dihydroxy-3-keto-5-methylthiopentenedioxygenase	NA
gene_12080	C-5steroldesaturase	NA
gene_12478	glycyl-tRNAsynthetase	NA
gene_12256	hypotheticalprotein	NA
gene_12531	Catalase-likedomain-containingprotein	GH5_9
gene_12413	pyruvatedecarboxylase	NA
gene_11849	PLC-likephosphodiesterase%2CTIMbeta/alpha-barrel-containingproteindomain-containingprotein	NA
gene_12570	rho-GTPase-activatingprotein	NA
gene_11876	Fungalspecifictranscriptionfactordomain-domaincontainingprotein	NA
gene_12029	guanidinobutyrase	NA
gene_12542	zincfingertranscriptionfactor1	NA
gene_12084	serine/threonine-proteinkinaseksp1	NA
gene_12105	hypotheticalprotein	NA
gene_11989	hypotheticalprotein	NA
gene_12211	CytochromeP450	GT31
gene_11817	NADPH-cytochromeP450reductase	NA
gene_11966	hypotheticalprotein	NA
gene_2292	expressedprotein	NA
gene_12051	SBF-likeCPAtransporterfamily(DUF4137)-domaincontainingprotein	NA
gene_12143	hypotheticalprotein	NA
gene_2294	ribose-phosphatepyrophosphokinase	NA
gene_11792	glycosidehydrolasefamily5protein	GH5_12
gene_12166	coenzymeAtransferase	NA
gene_11937	phosphatidylinositoltransferproteinCSR1	NA
gene_12757	pheromone-regulatedmembraneprotein	NA
gene_12293	40SribosomalproteinS16	NA
gene_13390	acetylornithineaminotransferase-likeprotein	NA
gene_13105	creatinetransporter	NA
gene_13463	Proteinofunknownfunction(DUF1479)-domaincontainingprotein	NA
gene_12950	SPFHdomain/Band7familyprotein	NA
gene_2301	S-adenosyl-L-methionine-dependentmethyltransferase	CE16
gene_13447	hypotheticalprotein	NA
gene_13074	hypotheticalprotein	NA
gene_13462	hypotheticalprotein	NA
gene_13467	long-chainbaseprotein	NA
gene_13357	polyaminetransporter2	CE0
gene_12843	O-methylsterigmatocystinoxidoreductase	CE4
gene_13698	peptidyl-prolylcis-transisomerase	CE16
gene_13622	amineoxidase	NA
gene_12928	hypotheticalprotein	NA
gene_13607	acetolactatesynthasesmallsubunit	NA
gene_13612	dDENNdomain-containingprotein	NA
gene_13739	hypotheticalprotein	NA
gene_12974	family5glycosidehydrolase	GH5_7
gene_2303	hypotheticalprotein	NA
gene_13470	Proteinofunknownfunction(DUF2419)-domaincontainingprotein	NA
gene_13569	GMCoxidoreductase	AA3_2
gene_13309	serine/threonine-proteinkinasessp1	NA
gene_13338	ABC-2typetransporter	NA
gene_2304	DNApolymerasesubunitCdc27	NA
gene_2305	UncharacterisedconservedproteinUCP028846	GH125
gene_13606	ornithinecarbamoyltransferase	NA
gene_12861	glucoamylase	GH15
gene_13150	APcomplex%2Cmu/sigmasubunit	NA
gene_12955	40SribosomalproteinS0	NA
gene_13516	hypotheticalprotein	NA
gene_13746	hypotheticalprotein	NA
gene_13742	putativenodulationproteinL	NA
gene_13747	hypotheticalprotein	NA
gene_7	NAD-bindingRossmannfoldoxidoreductasefamilyprotein	NA
gene_77	hypotheticalprotein	NA
gene_111	cyanidehydratase	NA
gene_115	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_120	high-affinitynickeltransportproteinnic1	NA
gene_2310	formamidase	NA
gene_297	Majorfacilitatorsuperfamilydomain-containingprotein	NA
gene_2309	OTU-likecysteineprotease	NA
gene_437	TranscriptioninitiationfactorIID%2C18kDsubunit-domaincontainingprotein	NA
gene_465	homogentisate1%2C2-dioxygenase	NA
gene_466	cholinetransportprotein	NA
gene_519	putativesodium/phosphatesymporter	NA
gene_575	hypotheticalprotein	NA
gene_604	Galactosemutarotase-likedomain-containingprotein	NA
gene_608	mannose-P-dolicholutilizationdefect1protein	NA
gene_616	zeta-crystallin	NA
gene_628	NIMA-interactingproteintinc	CBM12
gene_633	transcriptionelongationfactorS-II	NA
gene_634	Tryptophansynthasebetasubunit-likePLP-dependentenzyme	NA
gene_635	S-adenosyl-L-methionine-dependentmethyltransferase	NA
gene_641	Actinfamily	NA
gene_645	glucosetransporterrco-3	NA
gene_664	hypotheticalprotein	NA
gene_2311	Proteinofunknownfunction(DUF3176)-domaincontainingprotein	NA
gene_687	hsp70-likeprotein	NA
gene_739	hypotheticalprotein	NA
gene_744	Amidasesignaturedomain-containingprotein	NA
gene_751	Thioredoxin-likefold	NA
gene_759	histidinol-phosphateaminotransferase	NA
gene_771	hypotheticalprotein	NA
gene_787	myo-inositoltransporter1	NA
gene_790	translocationproteinSEC62	NA
gene_807	OPToligopeptidetransporter	NA
gene_811	Proteinofunknownfunction(DUF2418)-domaincontainingprotein	NA
gene_868	proteinphosphatase1regulatorysubunitSDS22	NA
gene_898	estradiol17-beta-dehydrogenase	NA
gene_922	mitochondrialdistributionandmorphologyprotein	NA
gene_930	caseinkinaseIIregulatorysubunit	NA
gene_982	C6zincfingerdomain-containingprotein	NA
gene_1102	Pyruvate/Phosphoenolpyruvatekinase-likedomain-containingprotein	NA
gene_1116	glucosidaseIIbetasubunit-likeprotein	NA
gene_1169	Alpha/Betahydrolasefold	NA
gene_1241	glycogendebranchingenzyme	NA
gene_1267	GTPase-activatingproteingyp10	NA
gene_1346	GolgiCORVETcomplexcorevacuolarprotein8-domaincontainingprotein	NA
gene_1357	NADH-cytochromeb5reductase	NA
gene_2325	CoatomerWDassociatedregion-domaincontainingprotein	NA
gene_1399	ConservedoligomericGolgicomplexsubunit6	NA
gene_1400	putativemitochondrialcarrierprotein	NA
gene_1406	cystathioninegamma-synthase	NA
gene_1522	vacuolarprotein-sortingproteinBRO1	NA
gene_1570	sporulationproteinRMD8	NA
gene_1573	RNasePsubunitp30	NA
gene_2327	Intradiolring-cleavagedioxygenase	NA
gene_1690	expressedprotein	NA
gene_1759	eukaryoticribosomebiogenesisprotein	AA1
gene_2330	hypotheticalprotein	NA
gene_1787	cystathioninegamma-synthase	NA
gene_1803	condensincomplexcomponentcnd2	NA
gene_1840	proteasomesubunitalphatype-6-B	NA
gene_1844	L-Aspartase-likeprotein	NA
gene_1870	Mitochondrialcarrierdomain-containingprotein	NA
gene_1900	Yip1domain-containingprotein	NA
gene_1984	integralmembraneprotein	NA
gene_1998	crossoverjunctionendonucleaseMUS81	NA
gene_2025	eukaryotictranslationinitiationfactor3subunitD	NA
